"Site","Date","Turbidity","TSS","ChlA","DOC","DTN","pH","ANC","SC","Na","NH4","K","Mg","Ca","F","Cl","NO3","PO4","SO4","FCW_Number","Year","site_code","data_source","Lat","Long","location","Campaign","watershed","status","Buffer_Level","Watershed_Level","distance_upstream_km","Time","Field_DO_mgL","Field_Cond_µS/cm","Field_Temp_C","dt"
"Joe Wright Reservoir",2023-09-05,3.88,3.51,1.75,2.77,0.15,7.16,465.53,56.8,1.51,0,0.41,1.47,7.7,0.03,0.62,0.04,0,3.99,2484,2023,"JOER","ROSS","40.55593744",-105.8749619,"Reservoir","Chambers Complex","Joe Wright Reservoir","Partially Burned",0.006530548628428928,0.048734263332836585,93.218,"12:17:00 PM",,,,2023-09-05 18:17:00.000000
"Chambers Inlet",2023-09-05,2.1,1.99,0.41,2.74,0.22,7.27,466.38,51.84,1.74,0.01,0.74,1.12,6.36,0.13,0.76,0.49,0,2.72,2485,2023,"CBRI","ROSS","40.57795281",-105.8572773,"Inflow","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.11067457970644089,90.13,"13:00:00 PM",,,,2023-09-05 19:00:00.000000
"Barnes Meadow Outflow",2023-09-05,,,0.42,6.93,0.46,7.03,655.58,70.64,1.96,0.33,1.15,1.1,8.71,0.03,1.37,0.25,0,3.88,2487,2023,"BMD","ROSS","40.600376",-105.836378,"Outflow","Chambers Complex","Barnes Meadow Reservoir","Burned",0.1845300397739167,0.4490768485927012,84.049,"12:20:00 PM",,,,2023-09-05 18:20:00.000000
"Barnes Meadow Reservoir",2023-09-05,,,9.45,7.66,0.46,7.31,456.26,62.31,2.11,0.05,1.11,1.12,8.65,0.03,1.3,0.03,0,4.62,2488,2023,"BRNR","ROSS","40.599908",-105.830604,"Reservoir","Chambers Complex","Barnes Meadow Reservoir","Burned",0.1845300397739167,0.4490768485927012,85.149,"13:40:00 PM",,,,2023-09-05 19:40:00.000000
"Chambers Reservoir",2023-09-05,1.98,1.98,0.65,2.64,0.18,7.14,333.65,42.58,1.35,0.03,0.71,0.85,5.93,0.03,0.49,0.04,0,2.61,2489,2023,"CBRR","ROSS","40.603457",-105.845931,"Reservoir","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.19135067209931075,87.814,"14:20:00 PM",,,,2023-09-05 20:20:00.000000
"Chambers Outflow",2023-09-05,1.99,2.09,1.05,2.36,0.31,7.39,360.45,41.71,1.27,0.04,0.68,0.8,5.26,0.03,0.47,0.01,0,2.41,2490,2023,"CHD","ROSS","40.60233229",-105.8427286,"Outflow","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.19135067209931075,86.049,"14:30:00 PM",,,,2023-09-05 20:30:00.000000
"Comanche Inflow",2023-09-06,0.83,0.56,0.3,2.13,0.39,7.02,238.51,26.5,1.57,0.01,0.33,0.48,2.91,0.04,0.23,0.8,0,1.11,2491,2023,"COMI","ROSS","40.5858963",-105.6626,"Inflow","South Fork","Comanche Reservoir","Burned",0.45576441102756887,0.173174601127291,72.236,"9:30:00 AM",,,,2023-09-06 15:30:00.000000
"Comanche Reservoir",2023-09-06,10.99,7.69,2.44,3.01,0.35,7.03,247.11,30.59,1.76,0.06,0.47,0.65,3.62,0.04,0.32,0.49,0,1.23,2492,2023,"COMR","ROSS","40.5853086",-105.6455009,"Reservoir","South Fork","Comanche Reservoir","Burned",0.45576441102756887,0.24966832476956524,70.774,"10:00:00 AM",,,,2023-09-06 16:00:00.000000
"Hourglass Inflow",2023-09-06,0.77,1.3,0.35,1.59,0.26,6.76,130.85,19.2,1.26,0.01,0.31,0.41,2.21,0.04,0.17,0.67,0,1.15,2493,2023,"HORI","ROSS","40.5805091",-105.6409321,"Inflow","South Fork","Hourglass Reservoir","Burned",0.40096867936712954,0.05085114281168797,61.499,"10:30:00 AM",,,,2023-09-06 16:30:00.000000
"Comanche Outflow",2023-09-06,10.43,9.27,2.81,3.16,0.3,7.01,245.94,30.26,1.85,0.07,0.5,0.67,3.55,0.04,0.34,0.44,0,1.3,2494,2023,"COMO","ROSS","40.5846048",-105.6440011,"Outflow","South Fork","Comanche Reservoir","Burned",0.45576441102756887,0.24966832476956524,61.499,"10:45:00 AM",,,,2023-09-06 16:45:00.000000
"Hourglass Reservoir",2023-09-06,2.77,2.75,9.64,3.21,0.12,7.03,193.41,22.74,1.14,0.02,0.42,0.5,2.8,0.04,0.3,0.08,0,1.14,2496,2023,"HORR","ROSS","40.582032",-105.6314023,"Reservoir","South Fork","Hourglass Reservoir","Burned",0.40096867936712954,0.10162730589431843,61.499,"11:15:00 AM",,,,2023-09-06 17:15:00.000000
"Hourglass Outflow",2023-09-06,6.43,6.67,13.69,3.35,0.14,7.02,191.18,22.39,1.16,0.03,0.43,0.49,2.66,0.04,0.31,0.08,0,1.14,2497,2023,"HORO","ROSS","40.5828742",-105.6309523,"Outflow","South Fork","Hourglass Reservoir","Burned",0.40096867936712954,0.10162730589431843,61.499,"11:35:00 AM",,,,2023-09-06 17:35:00.000000
"Beaver",2023-09-06,4.55,3.33,7.51,2.89,0.12,7.09,214.87,26.37,1.5,0.01,0.49,0.59,2.94,0.07,0.35,0.05,0,1.24,2498,2023,"BEAV","ROSS","40.579336",-105.5940998,"Stream","South Fork","CLP Tributary","Burned",,,61.499,"12:30:00 PM",,,,2023-09-06 18:30:00.000000
"Poudre South Fork",2023-09-06,3.88,4.53,4.89,3.41,0.17,6.98,280.37,32.28,1.87,0.02,0.53,0.82,3.91,0.02,0.46,0.1,0,1.7,2499,2023,"SFM","ROSS","40.61825",-105.525583,"Mainstem","South Fork","CLP Mainstem-Canyon","Partially Burned",,,53.476,"13:05:00 PM",,,,2023-09-06 19:05:00.000000
"Chambers Outflow",2023-09-07,2.92,2.73,0.73,2.51,0.31,7.21,346.11,39.19,1.3,0.02,0.65,0.85,5.42,0.03,0.48,0.02,0,2.35,2500,2023,"CHD","ROSS","40.60233229",-105.8427286,"Outflow","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.19135067209931075,86.049,"8:30:00 AM",,,,2023-09-07 14:30:00.000000
"JWC-Joe Wright @ Aspen Glen Campground",2023-09-07,3.22,2.59,1.08,2.37,0.15,7.13,410.93,42.93,1.35,0.03,0.73,0.89,5.02,0.03,0.5,0.04,0,2.44,2501,2023,"JWC","ROSS","40.61988",-105.81937,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,80.916,"9:05:00 AM",,,,2023-09-07 15:05:00.000000
"Poudre Above Joe Wright",2023-09-07,1,0.67,0.83,3.7,0.3,7.05,263.5,41.33,1.32,0.01,0.69,0.89,5.41,0.02,0.26,0.49,0,5.81,2502,2023,"PJW","ROSS","40.634114",-105.807264,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,80.916,"9:30:00 AM",,,,2023-09-07 15:30:00.000000
"Poudre below Poudre Falls",2023-09-07,0.81,2.18,0.93,2.91,0.19,6.91,286.91,40.27,1.24,0.01,0.64,0.8,5.19,0.02,0.37,0.26,0,4.08,2503,2023,"PFAL","ROSS","40.651785",-105.810831,"Stream","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,,"9:45:00 AM",,,,2023-09-07 15:45:00.000000
"Poudre below Rustic",2023-09-07,5.31,5.56,1.02,2.9,0.24,7.14,357.62,46.33,1.62,0.03,0.74,1,5.85,0.02,0.63,0.17,0,3.9,2504,2023,"PBR","ROSS","40.700221",-105.544028,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,47.262,"10:30:00 AM",,,,2023-09-07 16:30:00.000000
"Poudre Below S. Fork",2023-09-07,8.12,11.48,1.54,2.74,0.19,7.25,375.84,47.2,1.73,0.04,0.71,1.03,5.64,0.03,0.67,0.08,0,3.7,2505,2023,"PSF","ROSS","40.694953",-105.448748,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,33.951,"10:50:00 AM",,,,2023-09-07 16:50:00.000000
"Poudre Above North Fork",2023-09-07,9.61,11.3,1.27,2.85,0.23,7.27,392.49,51.3,1.95,0.05,0.75,1.11,6.02,0.03,0.99,0.02,0,4.8,2506,2023,"PNF","ROSS","40.702459",-105.241588,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,7.471,"11:30:00 AM",,,,2023-09-07 17:30:00.000000
"Poudre at Bellvue Diversion",2023-09-07,11.46,16.4,1.26,3.41,0.21,7.26,510.17,67.67,2.61,0.05,0.83,1.44,8.12,0.02,2.59,0.03,0,3.76,2508,2023,"PBD","ROSS","40.664519",-105.22419,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,0,"12:30:00 PM",,,,2023-09-07 18:30:00.000000
"Beaver",2023-09-19,3.73,2.3,,2.39,0.05,6.87,406.28,45.76,2.91,0,0.37,1.19,4.77,0.04,0.54,0.1,0,2.24,2584,2023,"BEAV","ROSS","40.579336",-105.5940998,"Stream","South Fork","CLP Tributary","Burned",,,61.499,,,,,
"Joe Wright Inlet",2023-09-21,0.37,0.3,0.25,0.13,0.2,7.23,492.11,71.44,3.62,0,0.74,2.02,8.52,0.02,1.16,0.67,0,8.01,2593,2023,"JOEI","ROSS","40.54013102",-105.8831698,"Inflow","Chambers Complex","Joe Wright Reservoir","Unburned",0.006530548628428928,0,95.264,"10:30",,,,2023-09-21 16:30:00.000000
"Joe Wright Reservoir",2023-09-21,2.02,1.45,2.74,2.12,0.17,7.25,368.82,49.25,1.71,0.02,0.35,1.46,7.07,0.12,0.61,0.04,0,3.95,2594,2023,"JOER","ROSS","40.55593744",-105.8749619,"Reservoir","Chambers Complex","Joe Wright Reservoir","Partially Burned",0.006530548628428928,0.048734263332836585,93.218,"11:20",,,,2023-09-21 17:20:00.000000
"Chambers Inlet",2023-09-21,0.88,1.11,0.82,2.34,0.14,7.15,397.28,52.85,1.95,0,0.45,1.39,6.89,0.03,0.77,0.04,0.02,2.93,2595,2023,"CBRI","ROSS","40.57795281",-105.8572773,"Inflow","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.11067457970644089,90.13,"11:45",,,,2023-09-21 17:45:00.000000
"Barnes Meadow Outflow",2023-09-21,6.81,6.4,0.96,6.66,0.6,7.25,619.46,74.77,2.74,0.4,1.03,1.48,10.67,0.04,1.58,0.06,0,3.36,2596,2023,"BMD","ROSS","40.600376",-105.836378,"Outflow","Chambers Complex","Barnes Meadow Reservoir","Burned",0.1845300397739167,0.4490768485927012,84.049,"12:15",,,,2023-09-21 18:15:00.000000
"Barnes Meadow Reservoir",2023-09-21,2.59,2.73,7.05,7.2,0.3,7.53,562.75,69.72,3.72,0.03,0.67,1.87,7.67,0.06,1.24,0.35,0,3.76,2597,2023,"BRNR","ROSS","40.599908",-105.830604,"Reservoir","Chambers Complex","Barnes Meadow Reservoir","Burned",0.1845300397739167,0.4490768485927012,85.149,"12:30",,,,2023-09-21 18:30:00.000000
"Chambers Reservoir",2023-09-21,0.87,1.85,1.36,2.29,0.06,7.18,367.52,43.56,1.57,0,0.69,0.97,6.01,0.02,0.62,0.05,0,3.12,2598,2023,"CBRR","ROSS","40.603457",-105.845931,"Reservoir","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.19135067209931075,87.814,"12:50",,,,2023-09-21 18:50:00.000000
"Chambers Outflow",2023-09-21,0.48,0.56,1.76,2.11,0.05,7.15,390.92,46.47,1.52,0.01,0.61,1.09,6.71,0.03,0.61,0.06,0,2.1,2599,2023,"CHD","ROSS","40.60233229",-105.8427286,"Outflow","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.19135067209931075,86.049,"13:15",,,,2023-09-21 19:15:00.000000
"JWC-Joe Wright @ Aspen Glen Campground",2023-09-21,0.35,0.73,1.54,2.26,0.17,7.26,413.56,47.99,1.51,0,0.22,0.85,6.25,0.04,0.89,0.06,0,2.68,2600,2023,"JWC","ROSS","40.61988",-105.81937,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,80.916,"13:30",,,,2023-09-21 19:30:00.000000
"Poudre Below Rustic",2023-09-21,2.48,1.48,0.79,1.79,0.1,7.32,533.52,58.9,2.01,0.01,0.7,1.46,6.78,0.05,1.02,0.14,0.02,3.83,2601,2023,"PBR","ROSS","40.700221",-105.544028,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,47.262,"14:30",,,,2023-09-21 20:30:00.000000
"Poudre Above North Fork",2023-09-21,3.22,2.41,0.35,2.13,0.12,7.48,545.09,57.85,2.1,0,0.63,1.38,7.15,0.02,1.06,0.03,0,4.24,2602,2023,"PNF","ROSS","40.702459",-105.241588,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,7.471,"15:20",,,,2023-09-21 21:20:00.000000
"Poudre at Bellvue Diversion",2023-09-21,1.65,1.58,0.69,2.93,0.09,8.23,866.85,95.25,3.94,0,0.08,4.8,17.34,0.01,0.2,0.03,0,4.93,2603,2023,"PBD","ROSS","40.664519",-105.22419,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,0,"15:45",,,,2023-09-21 21:45:00.000000
"Beaver",2023-10-03,1.9,2.18,,1.96,0.13,6.95,354.98,39.53,2.59,0,0.38,1.08,4.5,0.04,0.62,0.16,0,1.9,2638,2023,"BEAV","ROSS","40.579336",-105.5940998,"Stream","South Fork","CLP Tributary","Burned",,,61.499,,,,,
"Joe Wright Inlet",2023-10-05,0.14,0.92,0.26,0.26,0.2,7.49,590,84.24,2.55,0.01,0.34,2.1,10.75,0.02,0.99,0.68,0,9.06,2647,2023,"JOEI","ROSS","40.54013102",-105.8831698,"Inflow","Chambers Complex","Joe Wright Reservoir","Unburned",0.006530548628428928,0,95.264,"9:45",,,,2023-10-05 15:45:00.000000
"Joe Wright Reservoir",2023-10-05,3.99,6.52,2.43,2.32,0.06,7.29,414.01,53.88,2,0.01,0.33,1.44,7.22,0.11,0.85,0.04,0,3.91,2648,2023,"JOER","ROSS","40.55593744",-105.8749619,"Reservoir","Chambers Complex","Joe Wright Reservoir","Partially Burned",0.006530548628428928,0.048734263332836585,93.218,"10:20",,,,2023-10-05 16:20:00.000000
"Chambers Inlet",2023-10-05,1.57,1.8,1.99,1.85,0.16,7.24,409.02,53.49,2.04,0.01,0.68,1.45,7.28,0.02,0.78,0.06,0,3.83,2649,2023,"CBRI","ROSS","40.57795281",-105.8572773,"Inflow","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.11067457970644089,90.13,"10:45",,,,2023-10-05 16:45:00.000000
"Barnes Meadow Outflow",2023-10-05,4.87,3.08,2.72,6.88,0.27,7.46,597.26,77.9,2.86,0.19,0.77,1.43,9.97,0.05,1.43,0.11,0,4.39,2650,2023,"BMD","ROSS","40.600376",-105.836378,"Outflow","Chambers Complex","Barnes Meadow Reservoir","Burned",0.1845300397739167,0.4490768485927012,84.049,"11:20",,,,2023-10-05 17:20:00.000000
"Barnes Meadow Reservoir",2023-10-05,4.17,2.73,2.35,7.12,0.33,7.61,593.32,73.31,2.98,0.05,0.84,1.42,10,0.06,1.59,0.42,0,4.32,2651,2023,"BRNR","ROSS","40.599908",-105.830604,"Reservoir","Chambers Complex","Barnes Meadow Reservoir","Burned",0.1845300397739167,0.4490768485927012,85.149,"11:35",,,,2023-10-05 17:35:00.000000
"Chambers Reservoir",2023-10-05,0.83,1.67,1.48,2.44,0.07,7.32,439.9,51.68,2.06,0,0.72,1.24,7.17,0.03,0.86,0.04,0,2.82,2652,2023,"CBRR","ROSS","40.603457",-105.845931,"Reservoir","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.19135067209931075,87.814,"11:55",,,,2023-10-05 17:55:00.000000
"Chambers Outflow",2023-10-05,0.36,1.11,1.57,2.34,0.02,7.37,432.75,50.87,1.98,0.01,0.41,1.27,7.17,0.04,0.74,0.04,0,2.84,2654,2023,"CHD","ROSS","40.60233229",-105.8427286,"Outflow","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.19135067209931075,86.049,"12:30",,,,2023-10-05 18:30:00.000000
"JWC-Joe Wright @ Aspen Glen Campground",2023-10-05,0.41,0.19,1.53,2.15,0.14,7.31,415.53,51.33,2.17,0,0.45,1.27,7.24,0.04,1,0.01,0,2.82,2655,2023,"JWC","ROSS","40.61988",-105.81937,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,80.916,"13:15",,,,2023-10-05 19:15:00.000000
"Poudre Below Rustic",2023-10-05,0.67,0.94,0.63,1.46,0.1,7.52,600.99,75,3.23,0,0.71,2.02,8.59,0.02,1.65,0.12,0,3.84,2657,2023,"PBR","ROSS","40.700221",-105.544028,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,47.262,"14:30",,,,2023-10-05 20:30:00.000000
"Poudre Above North Fork",2023-10-05,0.86,0.57,0.36,1.89,0.12,7.52,503.79,66.89,3.24,0,0.58,1.91,8.36,0.01,1.76,0.03,0,3.6,2658,2023,"PNF","ROSS","40.702459",-105.241588,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,7.471,,,,,
"Poudre at Bellvue Diversion",2023-10-05,0.53,0.47,1.33,2.9,0.05,7.87,949.87,91.41,5.35,0,0.77,3.27,14.69,0.28,4.21,0.06,0,4.4,2659,2023,"PBD","ROSS","40.664519",-105.22419,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,0,"16:00",,,,2023-10-05 22:00:00.000000
"Joe Wright Inlet",2023-10-10,0.15,0.37,0.26,0.34,0.19,7.17,542.07,83.58,2.63,0.01,0.34,2.09,10.37,0.06,1.07,0.71,0,9.19,2660,2023,"JOEI","ROSS","40.54013102",-105.8831698,"Inflow","Chambers Complex","Joe Wright Reservoir","Unburned",0.006530548628428928,0,95.264,"12:52",,,,2023-10-10 18:52:00.000000
"Chambers Inlet",2023-10-10,2.08,2.64,3.12,1.91,0.23,7.29,445.95,52.9,1.85,0.01,0.74,1.47,7.3,0.04,0.7,0.08,0,3.84,2661,2023,"CBRI","ROSS","40.57795281",-105.8572773,"Inflow","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.11067457970644089,90.13,"13:49",,,,2023-10-10 19:49:00.000000
"Chambers Outflow",2023-10-10,0.92,1.32,2.26,1.93,0.03,7.18,460.75,53.07,1.95,0.01,0.38,1.28,7.09,0.03,0.78,0.04,0,2.83,2662,2023,"CHD","ROSS","40.60233229",-105.8427286,"Outflow","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.19135067209931075,86.049,"14:52",,,,2023-10-10 20:52:00.000000
"JWC-Joe Wright @ Aspen Glen Campground",2023-10-10,0.51,0.19,2.19,2.23,0.14,7.2,456.91,53.98,2.03,0.01,0.39,1.29,7.3,0.04,0.83,0.05,0,2.85,2663,2023,"JWC","ROSS","40.61988",-105.81937,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,80.916,"15:41",,,,2023-10-10 21:41:00.000000
"Long Draw Reservoir",2023-10-16,0.61,1.76,3.92,1.64,0.14,7.26,351.49,59.83,1.51,0.02,0.44,1.42,8.5,0.08,0.19,0.09,0,9.22,2664,2023,"LNGR","ROSS","40.50087627",-105.7725307,"Reservoir","Longdraw","Long Draw Reservoir","Unburned",0,0,100.445,"10:00",7.58,"59.97","7.1",2023-10-16 16:00:00.000000
"Long Draw Outlet",2023-10-16,7.45,16.59,4.3,2.32,0.09,7.25,523.46,72.77,1.63,0.01,0.45,1.5,10.46,0.15,0.17,0.15,0,9.55,2665,2023,"LNGO","ROSS","40.50368571",-105.7709459,"Outflow","Longdraw","Long Draw Reservoir","Unburned",0,0,98.705,"10:30",8.12,"79.28","5",2023-10-16 16:30:00.000000
"Peterson Outlet",2023-10-16,9.4,7.04,2.4,3.79,0.14,7.22,330.96,46.96,2.88,0.01,0.86,0.82,5.63,0.04,1.38,0.06,0,2.07,2666,2023,"PTRO","ROSS","40.56063874",-105.7929021,"Outflow","Longdraw","Peterson Reservoir","Burned",0.32090379008746356,0.3055062638172439,91.236,"11:30",7.98,"45.3","4.8",2023-10-16 17:30:00.000000
"Peterson Reservoir",2023-10-16,5.41,5.09,3.06,6.26,0.26,7.07,261.97,36.36,1.95,0.01,0.6,0.66,4.79,0.04,0.67,0.37,0,1.88,2667,2023,"PTRR","ROSS","40.55936515",-105.7940034,"Reservoir","Longdraw","Peterson Reservoir","Burned",0.32090379008746356,0.3055062638172439,91.236,"11:30",7.14,"33.27","7.9",2023-10-16 17:30:00.000000
"Joe Wright Inlet",2023-10-16,0.29,0.93,0.31,0.52,0.16,7.18,559.4,82.97,2.79,0,0.45,2.14,10.43,0.04,1.45,0.65,0,9.04,2668,2023,"JOEI","ROSS","40.54013102",-105.8831698,"Inflow","Chambers Complex","Joe Wright Reservoir","Unburned",0.006530548628428928,0,95.264,"12:45",8.27,"83.84","4.1",2023-10-16 18:45:00.000000
"Joe Wright Reservoir",2023-10-16,2.89,3.15,2.65,2.07,0.09,7.12,410.1,53.39,1.87,0.01,0.31,1.45,7.24,0.1,0.68,0.04,0,3.89,2669,2023,"JOER","ROSS","40.55593744",-105.8749619,"Reservoir","Chambers Complex","Joe Wright Reservoir","Partially Burned",0.006530548628428928,0.048734263332836585,93.218,"13:20",6.93,"52.73","9.8",2023-10-16 19:20:00.000000
"Chambers Inlet",2023-10-16,1.67,1.35,1.22,1.49,0.14,7.37,408.34,55.57,2.1,0.01,0.85,1.49,7.4,0.03,0.89,0.1,0,3.9,2671,2023,"CBRI","ROSS","40.57795281",-105.8572773,"Inflow","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.11067457970644089,90.13,"13:56",7.94,"65.73","5.7",2023-10-16 19:56:00.000000
"Barnes Meadow Outflow",2023-10-16,5.99,3.33,9.11,6.82,0.49,7.46,549.48,75.48,3.01,0.26,0.87,1.49,10.85,0.04,1.53,0.18,0,4.45,2673,2023,"BMD","ROSS","40.600376",-105.836378,"Outflow","Chambers Complex","Barnes Meadow Reservoir","Burned",0.1845300397739167,0.4490768485927012,84.049,"14:45",7.04,"70.62","9.9",2023-10-16 20:45:00.000000
"Barnes Meadow Reservoir",2023-10-16,3.15,2.78,4.75,7.1,0.3,7.48,591.55,77.38,2.78,0.06,0.88,1.59,10.29,0.05,1.6,0.39,0,4.45,2674,2023,"BRNR","ROSS","40.599908",-105.830604,"Reservoir","Chambers Complex","Barnes Meadow Reservoir","Burned",0.1845300397739167,0.4490768485927012,85.149,"15:00",6.75,"70.83","9.9",2023-10-16 21:00:00.000000
"Chambers Reservoir",2023-10-16,1.9,1.32,3.01,2.43,0.05,7.38,484.86,56.23,1.98,0.01,0.79,1.29,7.89,0.04,0.89,0.03,0,3,2675,2023,"CBRR","ROSS","40.603457",-105.845931,"Reservoir","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.19135067209931075,87.814,"15:30",7.45,"49.9","11.8",2023-10-16 21:30:00.000000
"Chambers Outflow",2023-10-16,1.46,1.87,2.88,2.39,0.04,7.18,481.59,56.44,2.09,0.01,0.45,1.34,7.23,0.02,0.8,0.07,0,2.89,2676,2023,"CHD","ROSS","40.60233229",-105.8427286,"Outflow","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.19135067209931075,86.049,"16:00",7.43,"51.53","8.3",2023-10-16 22:00:00.000000
"Comanche Inflow",2023-10-24,0.16,0.37,0.41,1.64,0.52,5.9,189.31,27.68,1.62,0.01,0.39,0.64,3.09,0.03,0.29,0.74,0,1.39,2677,2023,"COMI","ROSS","40.5858963",-105.6626,"Inflow","South Fork","Comanche Reservoir","Burned",0.45576441102756887,0.173174601127291,72.236,"9:15",,,,2023-10-24 15:15:00.000000
"Comanche Reservoir",2023-10-24,1.46,1.13,0.86,1.87,0.19,6.95,262.52,33.77,1.9,0.02,0.51,0.78,4,0.03,0.43,0.23,0,1.55,2678,2023,"COMR","ROSS","40.5853086",-105.6455009,"Reservoir","South Fork","Comanche Reservoir","Burned",0.45576441102756887,0.24966832476956524,70.774,"9:45",8,"35.8","3.1",2023-10-24 15:45:00.000000
"Hourglass Inflow",2023-10-24,0.59,0.56,0.99,1.28,0.22,6.78,173.6,22.85,1.41,0.01,0.38,0.5,2.45,0.03,0.23,0.44,0,1.45,2679,2023,"HORI","ROSS","40.5805091",-105.6409321,"Inflow","South Fork","Hourglass Reservoir","Burned",0.40096867936712954,0.05085114281168797,61.499,"10:15",8.51,"23.89","2",2023-10-24 16:15:00.000000
"Comanche Outflow",2023-10-24,1.56,0.75,1.43,2.07,0.14,6.79,250.27,31.02,1.96,0.04,0.53,0.74,3.61,0.02,0.4,0.25,0,1.79,2680,2023,"COMO","ROSS","40.5846048",-105.6440011,"Outflow","South Fork","Comanche Reservoir","Burned",0.45576441102756887,0.24966832476956524,61.499,"10:30",8.14,"34.57","4.3",2023-10-24 16:30:00.000000
"Hourglass Reservoir",2023-10-24,1.92,2.19,9.61,2.5,0.12,6.93,259.47,30,1.44,0.03,0.48,0.76,3.21,0.02,0.45,0.08,0,1.9,2681,2023,"HORR","ROSS","40.582032",-105.6314023,"Reservoir","South Fork","Hourglass Reservoir","Burned",0.40096867936712954,0.10162730589431843,61.499,"11:00",7.33,"28.16","6.9",2023-10-24 17:00:00.000000
"Hourglass Outflow",2023-10-24,2.84,3.2,10.8,2.53,0.05,6.69,219,26.71,1.29,0.03,0.48,0.67,2.89,0.03,0.29,0.06,0,1.45,2682,2023,"HORO","ROSS","40.5828742",-105.6309523,"Outflow","South Fork","Hourglass Reservoir","Burned",0.40096867936712954,0.10162730589431843,61.499,"11:15",7.54,"28.2","7",2023-10-24 17:15:00.000000
"Beaver",2023-10-24,0.96,1.18,1.84,1.83,0.21,7.1,379.2,46.96,3,0.01,0.49,1.38,4.88,0.04,0.79,0.19,0,2.4,2684,2023,"BEAV","ROSS","40.579336",-105.5940998,"Stream","South Fork","CLP Tributary","Burned",,,61.499,"11:45",8.2,"40.03","5.3",2023-10-24 17:45:00.000000
"Poudre South Fork",2023-10-24,0.69,1,0.92,1.79,0.14,6.88,359.51,44.67,2.1,0.02,0.6,1.22,4.73,0.02,0.51,0.14,0,2.31,2685,2023,"SFM","ROSS","40.61825",-105.525583,"Mainstem","South Fork","CLP Mainstem-Canyon","Partially Burned",,,53.476,"15:48",8.28,"49.14","5.7",2023-10-24 21:48:00.000000
"Chambers Inlet",2023-10-27,0.32,0.33,1.1,1.62,0.11,7.12,473.49,59.79,2.17,0.01,0.88,1.5,7.51,0.03,0.89,0.08,0,4,2686,2023,"CBRI","ROSS","40.57795281",-105.8572773,"Inflow","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.11067457970644089,90.13,"9:15",8.7,"65","2",2023-10-27 15:15:00.000000
"Chambers Outflow",2023-10-27,1.77,0.97,4.11,2.76,0.04,7.04,467.18,56.92,1.95,0.02,0.51,1.29,7.3,0.03,0.9,0.05,0,2.96,2687,2023,"CHD","ROSS","40.60233229",-105.8427286,"Outflow","Chambers Complex","Chambers Reservoir","Burned",0.3299053356282272,0.19135067209931075,86.049,"9:45",8.02,"53.21","5.9",2023-10-27 15:45:00.000000
"JWC-Joe Wright @ Aspen Glen Campground",2023-10-27,0.96,0.7,2.14,2.51,0.15,7.12,445.51,56.64,2.49,0.01,0.41,1.29,7.31,0.04,1.13,0.13,0,3.15,2688,2023,"JWC","ROSS","40.61988",-105.81937,"Mainstem","Mainstem","CLP Mainstem-Canyon","Partially Burned",,,80.916,"10:45",8.56,"56.25","4.1",2023-10-27 16:45:00.000000
